,MSZoning,LotArea,Street,Has_Alley,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,GrLivArea,BedroomAbvGr,GarageCars,SaleCondition,has_fence,pool,SalePrice
548,RM,8235,1,0,1Fam,1Story,average,good,1955,TA,825,2,2,Normal,1,0,125000
549,FV,9375,1,0,1Fam,2Story,good,average,2003,Ex,2094,4,2,Normal,0,0,263000
550,RL,4043,1,0,TwnhsE,1Story,average,average,1977,TA,1069,2,2,Abnorml,0,0,140000
551,RM,6000,1,0,1Fam,1Story,average,average,1957,Gd,928,3,1,Normal,0,0,112500
552,RL,11146,1,0,1Fam,1Story,good,average,2006,Ex,1717,3,3,Normal,0,0,255500
553,RL,8777,1,0,1Fam,1Story,average,average,1949,Ex,1126,2,2,Normal,1,0,108000
554,RL,10625,1,0,1Fam,2Story,good,average,2003,Ex,2046,3,3,Normal,0,0,284000
555,RM,6380,1,0,1Fam,1.5Unf,average,average,1922,TA,1048,2,1,Normal,0,0,113000
556,RL,14850,1,0,1Fam,1Story,average,average,1957,TA,1092,2,1,Normal,1,0,141000
557,C (all),11040,1,0,1Fam,1.5Fin,average,average,1920,Gd,1336,3,1,Normal,0,0,108000
558,RL,21872,1,0,1Fam,2Story,good,average,1996,Ex,1446,3,2,Normal,0,0,175000
559,RL,3196,1,0,TwnhsE,1Story,good,average,2003,Ex,1557,2,2,Normal,0,0,234000
560,RL,11341,1,0,1Fam,1Story,average,average,1957,TA,1392,3,2,Normal,0,0,121500
561,RL,10010,1,0,1Fam,1Story,average,average,1974,Gd,1389,2,2,Normal,0,0,170000
562,RL,13907,1,0,1Fam,1Story,average,average,1940,Ex,996,3,0,Normal,0,0,108000
563,RL,21780,1,0,1Fam,1.5Fin,average,good,1918,Ex,1674,4,2,Normal,0,0,185000
564,RL,13346,1,0,1Fam,2Story,good,average,1992,Ex,2295,4,2,Normal,0,0,268000
565,RL,6858,1,0,1Fam,2Story,average,average,1915,TA,1647,4,1,Normal,0,0,128000
566,RL,11198,1,0,1Fam,2Story,good,average,2005,Ex,2504,4,3,Normal,0,0,325000
567,RL,10171,1,0,1Fam,1Story,good,average,2004,Ex,1535,3,2,Normal,0,0,214000
568,RL,12327,1,0,1Fam,1.5Fin,good,good,1983,Ex,2132,1,2,Normal,0,0,316600
569,RL,7032,1,0,Duplex,SFoyer,average,average,1979,TA,943,2,2,Normal,0,0,135960
570,RL,13101,1,0,Duplex,1Story,average,average,1965,TA,1728,6,2,Normal,0,0,142600
571,RL,7332,1,0,1Fam,1Story,average,average,1959,Ex,864,2,1,Abnorml,0,0,120000
572,RL,13159,1,0,1Fam,2Story,good,average,2009,Gd,1692,3,2,Partial,0,0,224500
573,RL,9967,1,0,1Fam,SLvl,good,average,2000,Ex,1430,3,2,Normal,0,0,170000
574,RL,10500,1,0,1Fam,SLvl,average,good,1971,TA,1109,3,1,Normal,1,0,139000
575,RL,8480,1,0,1Fam,1.5Fin,average,average,1947,TA,1216,2,1,Abnorml,0,0,118500
576,RL,6292,1,0,1Fam,1.5Fin,good,good,1928,Gd,1477,3,1,Normal,0,0,145000
577,RL,11777,1,0,1Fam,SLvl,average,average,1966,Ex,1320,3,2,Abnorml,0,0,164500
578,FV,3604,1,1,TwnhsE,2Story,good,average,2007,Ex,1392,2,2,Abnorml,0,0,146000
579,RM,12150,1,1,1Fam,1.5Fin,average,average,1954,Ex,1795,4,1,Normal,0,0,131500
580,RL,14585,1,0,1Fam,1Story,average,average,1960,Ex,1429,3,2,Normal,0,0,181900
581,RL,12704,1,0,1Fam,1Story,good,average,2008,Ex,2042,3,3,Partial,0,0,253293
582,RL,11841,0,0,Duplex,SFoyer,average,average,1990,TA,816,3,0,Normal,0,0,118500
583,RM,13500,1,0,1Fam,2.5Unf,good,good,1893,Gd,2775,3,2,Normal,0,0,325000
584,RM,6120,1,0,1Fam,1.5Fin,average,good,1935,Ex,1573,3,1,Normal,0,0,133000
585,RL,11443,1,0,1Fam,1Story,good,average,2005,Ex,2028,2,3,Partial,0,0,369900
586,RL,10267,1,0,1Fam,1Story,average,good,1918,Ex,838,2,1,Normal,1,0,130000
587,RL,8740,1,0,1Fam,SFoyer,average,average,1982,TA,860,2,2,Normal,0,0,137000
588,RL,25095,1,0,1Fam,1Story,average,good,1968,Ex,1473,1,1,Partial,0,0,143000
589,RM,9100,1,0,1Fam,1Story,average,average,1930,TA,935,2,1,Normal,0,0,79500
590,RL,8320,1,0,1Fam,2Story,good,average,2004,Ex,1582,3,2,Normal,0,0,185900
591,RL,13478,1,0,1Fam,2Story,good,average,2008,Ex,2296,3,3,Normal,0,0,451950
592,RL,6600,1,0,1Fam,1Story,average,good,1982,Ex,816,2,2,Normal,0,0,138000
593,RM,4435,1,0,TwnhsE,1Story,average,average,2003,Ex,848,1,2,Normal,0,0,140000
594,RL,7990,1,0,1Fam,1Story,average,average,1975,TA,924,3,1,Normal,1,0,110000
595,RL,11302,1,0,1Fam,1Story,good,average,2005,Ex,1826,3,3,Partial,0,0,319000
596,RM,3600,1,1,1Fam,2Story,average,good,1910,Ex,1368,3,1,Normal,0,0,114504
597,RL,3922,1,0,TwnhsE,1Story,good,average,2006,Ex,1402,2,3,Partial,0,0,194201
598,RL,12984,1,0,1Fam,1Story,average,average,1977,Ex,1647,3,2,Normal,0,0,217500
599,RM,1950,1,0,Twnhs,2Story,average,average,1980,TA,1556,3,2,Normal,1,0,151000
600,RL,10927,1,0,1Fam,2Story,good,average,2005,Ex,1904,3,2,Normal,0,0,275000
601,RM,9000,1,0,1Fam,1.5Fin,average,average,1937,TA,1375,3,1,Normal,0,0,141000
602,RL,10041,1,0,1Fam,2Story,good,average,1992,Ex,1915,3,2,Abnorml,0,0,220000
603,FV,3182,1,1,TwnhsE,2Story,good,average,2004,Ex,1200,2,2,Normal,0,0,151000
604,RL,12803,1,0,1Fam,1Story,good,average,2002,Ex,1494,3,2,Normal,0,0,221000
605,RL,13600,1,0,1Fam,2Story,good,average,1965,TA,1986,3,2,Normal,0,0,205000
606,RL,12464,1,0,1Fam,1Story,average,average,1996,Gd,1040,3,2,Normal,1,0,152000
607,RL,7800,1,0,1Fam,2Story,average,good,1948,Ex,2008,3,1,Normal,0,0,225000
608,RL,12168,1,0,1Fam,2Story,good,average,1934,TA,3194,4,2,Alloca,0,0,359100
609,RL,7943,1,0,1Fam,1Story,average,average,1961,Gd,1029,3,1,Normal,0,0,118500
610,RL,11050,1,0,1Fam,2Story,good,average,2000,Ex,2153,3,3,Normal,0,0,313000
611,RL,10395,1,0,1Fam,SLvl,average,average,1978,TA,1032,3,2,Normal,1,0,148000
612,RL,11885,1,0,1Fam,2Story,good,average,2001,Ex,1872,3,2,Normal,0,0,261500
613,RL,8402,1,0,1Fam,1Story,average,average,2007,Ex,1120,3,0,Partial,0,0,147000
614,RM,1491,1,0,TwnhsE,SFoyer,average,average,1972,Ex,630,1,0,Normal,0,0,75500
615,RL,8800,1,0,1Fam,SFoyer,average,good,1963,Ex,1054,3,2,Abnorml,1,0,137500
616,RL,7861,1,0,1Fam,2Story,average,average,2002,Ex,1509,3,2,Normal,0,0,183200
617,RL,7227,1,0,1Fam,1.5Unf,average,average,1954,Gd,832,2,2,Normal,0,0,105500
618,RL,11694,1,0,1Fam,1Story,good,average,2007,Ex,1828,3,3,Partial,0,0,314813
619,RL,12244,1,0,1Fam,2Story,good,average,2003,Ex,2262,4,3,Normal,0,0,305000
620,RL,8248,1,1,1Fam,1Story,bad,bad,1914,TA,864,2,0,Normal,0,0,67000
621,RL,10800,1,0,1Fam,2Story,average,good,1974,TA,2614,4,2,Normal,0,0,240000
622,RL,7064,1,0,1Fam,1Story,average,average,1977,TA,980,3,2,Normal,0,0,135000
623,FV,2117,1,0,TwnhsE,2Story,average,average,2000,Ex,1512,2,2,Normal,0,0,168500
624,RL,10400,1,0,1Fam,2Story,average,average,1972,Gd,1790,4,2,Normal,0,0,165150
625,RL,10000,1,0,1Fam,1Story,average,average,1962,TA,1116,3,2,Normal,0,0,160000
626,RL,12342,1,0,1Fam,1Story,average,average,1960,TA,1422,3,1,Normal,1,0,139900
627,RL,9600,1,0,1Fam,SLvl,average,average,1955,Ex,1520,3,1,Normal,0,0,153000
628,RL,11606,1,0,1Fam,2Story,average,average,1969,TA,2080,5,2,Family,0,0,135000
629,RL,9020,1,0,1Fam,SLvl,average,average,1964,TA,1350,3,2,Normal,1,0,168500
630,RM,9000,1,1,1Fam,2Story,average,average,1880,TA,1750,3,1,Abnorml,1,0,124000
631,RL,4590,1,0,Twnhs,1Story,good,average,2006,Ex,1554,2,2,Normal,0,0,209500
632,RL,11900,1,0,1Fam,1Story,good,average,1977,TA,1411,3,2,Family,0,0,82500
633,RL,9250,1,0,1Fam,1Story,average,good,1954,TA,1056,3,1,Normal,0,0,139400
634,RL,6979,1,0,Duplex,SFoyer,average,average,1980,Gd,1056,0,2,Normal,1,0,144000
635,RH,10896,1,1,2fmCon,2.5Fin,average,good,1914,Ex,3395,8,0,Abnorml,0,0,200000
636,RM,6120,1,0,1Fam,1Story,bad,bad,1936,Fa,800,1,0,Normal,0,0,60000
637,RM,6000,1,0,2fmCon,1.5Fin,average,average,1954,TA,1387,3,1,Normal,0,0,93000
638,RL,8777,1,0,1Fam,1Story,average,good,1910,Gd,796,2,0,Normal,1,0,85000
639,RL,3982,1,0,TwnhsE,1Story,good,average,2006,Ex,1567,1,3,Partial,0,0,264561
640,RL,12677,1,0,TwnhsE,1Story,good,average,2003,Ex,1518,1,2,Normal,0,0,274000
641,FV,7050,1,0,1Fam,2Story,good,average,2001,Ex,1929,3,2,Normal,0,0,226000
642,RL,13860,1,0,1Fam,SLvl,good,good,1972,Gd,2704,4,2,Normal,1,0,345000
643,RL,10793,1,0,1Fam,2Story,average,average,1969,Ex,1620,4,2,Normal,1,0,152000
644,FV,9187,1,0,1Fam,1Story,good,average,2009,Ex,1766,2,3,Partial,0,0,370878
645,RL,10530,1,0,1Fam,1Story,average,average,1971,TA,981,3,2,Normal,0,0,143250
646,RL,7200,1,0,1Fam,1Story,average,average,1950,Gd,1048,3,2,Normal,0,0,98300
647,RL,10452,1,0,1Fam,1Story,average,average,1953,Ex,1094,3,2,Normal,0,0,155000
648,RL,7700,1,0,1Fam,2Story,average,average,1966,TA,1839,4,2,Normal,0,0,155000
649,RM,1936,1,0,Twnhs,SFoyer,average,average,1970,Gd,630,1,0,Normal,1,0,84500
650,FV,8125,1,0,1Fam,2Story,good,average,2007,Ex,1665,3,2,Normal,0,0,205950
651,RL,9084,1,0,1Fam,2Story,average,average,1940,TA,1510,4,1,Normal,1,0,108000
652,RL,8750,1,0,1Fam,2Story,good,average,1996,Ex,1716,2,2,Normal,0,0,191000
653,RM,10320,1,1,1Fam,1.5Fin,average,good,1906,Ex,1469,3,1,Normal,1,0,135000
654,RL,10437,1,0,1Fam,1Story,good,average,1995,Ex,2113,2,3,Normal,0,0,350000
655,RM,1680,1,0,Twnhs,2Story,average,average,1971,TA,1092,3,1,Family,0,0,88000
656,RL,10007,1,0,1Fam,1Story,average,good,1959,Ex,1053,3,1,Normal,1,0,145500
657,RL,7200,1,0,1Fam,2Story,good,average,1931,TA,1502,3,1,Normal,1,0,149000
658,RL,17503,1,0,1Fam,1.5Fin,average,average,1948,TA,1458,3,1,Abnorml,0,0,97500
659,RL,9937,1,0,1Fam,1Story,average,good,1964,Ex,1486,3,2,Normal,1,0,167000
660,RL,12384,1,0,1Fam,2Story,good,good,1976,TA,1935,3,2,Normal,0,0,197900
661,RL,46589,1,0,1Fam,2Story,good,good,1994,Ex,2448,4,3,Normal,0,0,402000
662,RL,13560,1,0,1Fam,1Story,average,bad,1968,Gd,1392,2,2,Normal,0,0,110000
663,RL,10012,1,0,1Fam,SFoyer,average,average,1972,TA,1181,3,2,Normal,1,0,137500
664,RL,20896,1,0,1Fam,1Story,good,average,2005,Ex,2097,1,3,Partial,0,0,423000
665,RL,11194,1,0,1Fam,2Story,good,average,2000,Ex,1936,3,2,Normal,0,0,230500
666,RL,18450,1,0,1Fam,2Story,average,average,1965,TA,2380,3,2,Abnorml,0,0,129000
667,RL,8125,1,0,1Fam,1Story,average,average,1994,Ex,1679,3,2,Normal,0,0,193500
668,RL,14175,1,0,1Fam,1Story,average,average,1956,Gd,1437,3,2,Normal,0,0,168000
669,RL,11600,1,0,1Fam,1Story,average,average,1922,Ex,1180,2,1,Normal,0,0,137500
670,RL,8633,1,0,1Fam,2Story,average,average,2005,Ex,1476,3,2,Normal,0,0,173500
671,RH,6629,1,0,1Fam,2Story,average,average,1925,TA,1369,3,1,Normal,0,0,103600
672,RL,11250,1,0,1Fam,1Story,average,average,1977,TA,1208,3,2,Normal,0,0,165000
673,RL,14442,1,0,1Fam,1Story,average,good,1957,Ex,1839,3,2,Normal,0,0,257500
674,RL,9200,1,0,1Fam,1Story,average,average,1965,TA,1136,3,1,Normal,0,0,140000
675,RL,2289,1,0,Twnhs,2Story,average,average,1978,TA,1441,3,2,Normal,0,0,148500
676,RM,9600,1,1,1Fam,2Story,average,bad,1900,Fa,1774,4,3,Normal,0,0,87000
677,RL,9022,1,0,1Fam,1Story,average,good,1924,Ex,792,2,1,Normal,0,0,109500
678,RL,11844,1,0,1Fam,1Story,good,average,2008,Ex,2046,3,3,Partial,0,0,372500
679,RL,9945,1,0,1Fam,1Story,average,average,1961,TA,988,3,2,Normal,0,0,128500
680,RL,8012,1,0,TwnhsE,1Story,average,average,1980,TA,923,2,1,Normal,0,0,143000
681,RH,4500,1,1,1Fam,1.5Fin,average,average,1932,Ex,1520,3,1,Abnorml,0,0,159434
682,RL,2887,1,0,1Fam,1Story,average,average,1996,Ex,1291,2,2,Normal,0,0,173000
683,RL,11248,1,0,1Fam,1Story,good,average,2002,Ex,1668,3,3,Normal,0,0,285000
684,RL,16770,1,0,1Fam,2Story,good,average,1998,Gd,1839,4,2,Normal,0,0,221000
685,RL,5062,1,0,TwnhsE,2Story,good,average,1984,Gd,2090,3,2,Normal,0,0,207500
686,FV,10207,1,0,1Fam,2Story,good,average,2007,Ex,1761,3,2,Partial,0,0,227875
687,FV,5105,1,0,TwnhsE,2Story,good,average,2004,Ex,1102,2,2,Normal,0,0,148800
688,RL,8089,1,0,1Fam,1Story,good,average,2007,Ex,1419,2,2,Partial,0,0,392000
689,RL,7577,1,0,TwnhsE,1Story,average,average,2005,Ex,1362,2,2,Normal,0,0,194700
690,RM,4426,1,0,TwnhsE,1Story,average,average,2004,Ex,848,1,2,Normal,0,0,141000
691,RL,21535,1,0,1Fam,2Story,good,average,1994,Ex,4316,4,3,Normal,0,0,755000
692,RL,26178,1,0,1Fam,2Story,good,average,1989,Ex,2519,4,2,Normal,0,0,335000
693,RL,5400,1,0,1Fam,1Story,average,average,1921,Ex,1073,2,1,Abnorml,0,0,108480
694,RM,6120,1,0,1Fam,1.5Fin,average,average,1936,TA,1539,3,2,Normal,1,0,141500
695,RL,13811,1,0,1Fam,1Story,average,average,1987,Gd,1137,2,2,Normal,0,0,176000
696,RM,6000,1,0,1Fam,1Story,average,good,1921,Gd,616,2,1,Normal,0,0,89000
697,RL,6420,1,0,1Fam,1Story,average,good,1952,Fa,1148,2,1,Normal,0,0,123500
698,RL,8450,1,0,1Fam,1Story,average,good,1965,Ex,894,3,1,Normal,1,0,138500
699,FV,4282,1,1,TwnhsE,1Story,good,average,2004,Ex,1391,2,2,Normal,0,0,196000
700,RL,14331,1,0,1Fam,1Story,good,average,2002,Ex,1800,3,3,Normal,0,0,312500
701,RL,9600,1,0,1Fam,1Story,good,average,1969,TA,1164,3,2,Normal,0,0,140000
702,RL,12438,1,0,1Fam,2Story,good,average,2006,Ex,2576,4,3,Partial,0,0,361919
703,RM,7630,1,0,2fmCon,2Story,average,good,1900,Gd,1812,4,2,Normal,1,0,140000
704,RL,8400,1,0,1Fam,1Story,good,average,2004,Ex,1484,3,2,Normal,0,0,213000
705,RM,5600,1,0,2fmCon,2Story,average,average,1930,Fa,1092,3,0,Normal,0,0,55000
706,RL,115149,1,0,1Fam,1Story,good,average,1971,TA,1824,2,2,Normal,0,0,302000
707,RL,6240,1,0,TwnhsE,1Story,good,average,2006,Ex,1324,2,2,Normal,0,0,254000
708,RL,9018,1,0,1Fam,2Story,good,average,2007,Ex,1456,3,2,Partial,0,0,179540
709,RL,7162,1,0,1Fam,1Story,average,good,1966,TA,904,3,1,Abnorml,1,0,109900
710,RL,4130,1,0,1Fam,1Story,bad,average,1935,Gd,729,2,0,Normal,0,0,52000
711,C (all),8712,1,1,1Fam,1.5Fin,average,good,1900,Gd,1178,2,1,Abnorml,0,0,102776
712,RL,4671,1,0,TwnhsE,1Story,good,average,1988,Gd,1228,2,2,Normal,0,0,189000
713,RL,9873,1,0,2fmCon,1Story,average,average,1970,TA,960,3,2,Normal,0,0,129000
714,RL,13517,1,0,1Fam,2Story,average,good,1976,Ex,1479,3,2,Normal,0,0,130500
715,RL,10140,1,0,1Fam,1Story,average,average,1974,TA,1350,3,2,Normal,1,0,165000
716,RM,10800,1,1,1Fam,2Story,good,good,1890,Ex,2554,3,2,Normal,0,0,159500
717,RL,10000,1,0,1Fam,1Story,average,average,1973,Gd,1178,3,2,Normal,1,0,157000
718,RL,10542,1,0,1Fam,2Story,good,average,1993,Ex,2418,3,3,Normal,0,0,341000
719,RL,9920,1,0,1Fam,1Story,average,average,1969,TA,971,3,1,Normal,0,0,128500
720,RL,6563,1,0,1Fam,1Story,good,average,1985,TA,1742,2,2,Normal,0,0,275000
721,RM,4426,1,0,TwnhsE,1Story,average,average,2004,Ex,848,1,2,Normal,0,0,143000
722,RL,8120,1,0,1Fam,1Story,average,good,1970,Ex,864,3,2,Normal,0,0,124500
723,RL,8172,1,0,1Fam,1.5Fin,average,average,1954,Ex,1470,4,1,Normal,0,0,135000
724,RL,13286,1,0,1Fam,1Story,good,average,2007,Ex,1698,3,3,Normal,0,0,320000
725,RL,6960,1,0,1Fam,1Story,average,average,1970,TA,864,3,2,Normal,0,0,120500
726,RL,21695,1,0,1Fam,1Story,average,good,1988,Ex,1680,3,2,Normal,0,0,222000
727,RL,7314,1,0,1Fam,1Story,good,average,2007,Ex,1232,2,2,Normal,0,0,194500
728,RL,11475,1,0,Duplex,1Story,average,average,1958,TA,1776,4,3,Abnorml,0,0,110000
729,RM,6240,1,1,1Fam,1.5Fin,average,average,1925,TA,1208,2,2,Normal,0,0,103000
730,RL,5389,1,0,TwnhsE,1Story,good,average,1995,Ex,1616,2,2,Normal,0,0,236500
731,RL,9590,1,0,1Fam,SLvl,good,average,2003,Ex,1146,3,2,Normal,0,0,187500
732,RL,11404,1,0,1Fam,2Story,good,average,1998,Ex,2031,3,2,Normal,0,0,222500
733,RL,10000,1,0,1Fam,1Story,average,average,1961,Ex,1144,3,1,Normal,1,0,131400
734,RL,8978,1,0,1Fam,1Story,average,average,1968,TA,948,3,1,Family,0,0,108000
735,RM,10800,1,0,1Fam,2.5Unf,good,good,1914,Fa,1768,2,2,Normal,0,0,163000
736,RL,8544,1,0,Duplex,1Story,bad,average,1950,Gd,1040,2,2,Normal,0,0,93500
737,RL,10463,1,0,1Fam,2Story,good,average,2005,Ex,1801,3,3,Normal,0,0,239900
738,RL,10800,1,0,Duplex,1Story,average,average,1987,TA,1200,3,0,Alloca,0,0,179000
739,RL,9313,1,0,1Fam,2Story,good,average,2004,Ex,1728,3,2,Normal,0,0,190000
740,RM,9600,1,1,1Fam,2Story,average,good,1910,Ex,1432,2,2,Abnorml,1,0,132000
741,RL,6768,1,0,1Fam,1Story,average,good,1961,Gd,912,3,1,Normal,1,0,142000
742,RL,8450,1,0,1Fam,1Story,good,average,2000,Ex,1349,3,2,Normal,1,0,179000
743,RL,12886,1,0,1Fam,SLvl,average,average,1963,Ex,1464,3,2,Normal,0,0,175000
744,RL,5395,1,0,TwnhsE,1Story,good,average,1993,Gd,1337,2,2,Normal,0,0,180000
745,RL,8963,1,0,1Fam,2Story,good,good,1976,Ex,2715,4,2,Normal,0,0,299800
746,RL,8795,1,0,1Fam,2Story,good,average,2000,Ex,2256,4,2,Normal,0,0,236000
747,RM,11700,1,1,1Fam,2Story,good,good,1880,TA,2640,4,4,Normal,0,0,265979
748,RL,10593,1,0,1Fam,1Story,good,average,1996,Ex,1720,3,2,Normal,0,0,260400
749,RL,8405,1,0,1Fam,1.5Fin,average,bad,1945,TA,1529,4,1,Normal,0,0,98000
750,RM,8800,1,1,1Fam,1.5Fin,average,good,1910,Gd,1140,3,0,Normal,0,0,96500
751,RL,7750,1,0,1Fam,2Story,good,average,2003,Ex,1320,3,2,Normal,0,0,162000
752,RL,9236,1,0,1Fam,1Story,average,average,1997,Ex,1494,3,2,Normal,0,0,217000
753,RL,10240,1,0,1Fam,2Story,good,average,2005,Gd,2098,3,3,Normal,0,0,275500
754,RL,7930,1,0,1Fam,1Story,average,good,1969,Gd,1026,3,2,Normal,0,0,156000
755,FV,3230,1,1,TwnhsE,2Story,average,average,1999,Gd,1471,3,2,Normal,0,0,172500
756,RL,10769,1,0,1Fam,2Story,good,average,2007,Ex,1768,3,2,Normal,0,0,212000
757,RL,11616,1,0,1Fam,2Story,average,average,1978,TA,1386,3,2,Abnorml,1,0,158900
758,FV,2280,1,1,Twnhs,2Story,good,average,1999,Gd,1501,3,2,Normal,0,0,179400
759,RL,12257,1,0,1Fam,2Story,good,average,1995,Ex,2531,4,3,Normal,0,0,290000
760,RL,9100,1,0,1Fam,1Story,average,average,1959,Ex,864,2,1,Normal,0,0,127500
761,RM,6911,1,0,1Fam,1Story,average,average,1924,TA,1301,2,2,Normal,0,0,100000
762,FV,8640,1,0,1Fam,2Story,good,average,2009,Ex,1547,3,2,Normal,0,0,215200
763,RL,9430,1,0,1Fam,2Story,good,average,1999,Ex,2365,3,3,Normal,0,0,337000
764,RL,9549,1,0,TwnhsE,1Story,good,average,1995,Ex,1494,2,2,Normal,0,0,270000
765,RL,14587,1,0,1Fam,1Story,good,average,2008,Ex,1506,2,2,Partial,0,0,264132
766,RL,10421,1,0,1Fam,2Story,good,average,1988,TA,1714,3,2,Normal,1,0,196500
767,RL,12508,1,0,1Fam,1.5Fin,average,good,1940,Ex,1750,4,1,Normal,0,0,160000
768,RL,9100,1,0,1Fam,1Story,good,average,2004,Ex,1836,3,2,Normal,0,0,216837
769,RL,53504,1,0,1Fam,2Story,good,average,2003,Ex,3279,4,3,Normal,0,0,538000
770,RL,7252,1,0,1Fam,SFoyer,average,average,1982,TA,858,2,2,Normal,0,0,134900
771,RL,8877,1,0,1Fam,1Story,average,average,1951,TA,1220,2,2,Normal,0,0,102000
772,RL,7819,1,0,1Fam,SLvl,average,average,1976,TA,1117,3,2,Abnorml,1,0,107000
773,RL,10150,1,0,1Fam,1Story,average,average,1958,Ex,912,2,1,Normal,0,0,114500
774,RL,14226,1,0,1Fam,1Story,good,average,2006,Gd,1973,3,3,Partial,0,0,395000
775,RM,4500,1,0,TwnhsE,1Story,average,average,1998,Ex,1204,2,2,Normal,0,0,162000
776,RL,11210,1,0,1Fam,1Story,good,average,2005,Ex,1614,3,3,Partial,0,0,221500
777,RL,13350,1,0,1Fam,1Story,average,average,1974,TA,894,3,2,Normal,1,0,142500
778,RH,8400,1,0,Duplex,1Story,average,average,1977,TA,2020,4,2,Normal,0,0,144000
779,RL,10530,1,0,Duplex,SFoyer,average,average,1977,TA,1004,2,2,Normal,0,0,135000
780,RL,7875,1,0,1Fam,1Story,good,average,1995,Gd,1253,3,2,Normal,0,0,176000
781,RL,7153,1,0,1Fam,2Story,average,average,1992,Ex,1603,3,2,Normal,0,0,175900
782,RL,16285,1,0,1Fam,1Story,good,average,2001,Ex,1430,3,2,Normal,0,0,187100
783,RL,9101,1,0,1Fam,SFoyer,average,average,1978,Ex,1110,1,2,Normal,0,0,165500
784,RM,6300,1,1,1Fam,2.5Unf,average,average,1914,Ex,1484,3,0,Normal,0,0,128000
785,RL,9790,1,0,1Fam,1Story,average,average,1967,TA,1342,3,2,Normal,0,0,161500
786,RM,10800,1,0,1Fam,1.5Fin,average,average,1915,TA,1652,4,1,Normal,0,0,139000
787,RL,10142,1,0,1Fam,2Story,good,average,2004,Ex,2084,4,2,Normal,0,0,233000
788,RM,6000,1,0,1Fam,1Story,average,good,1954,Ex,901,2,1,Normal,0,0,107900
789,RL,12205,1,0,1Fam,2Story,average,good,1966,Gd,2087,5,2,Normal,0,0,187500
790,RL,3182,1,0,TwnhsE,1Story,good,average,2005,Ex,1145,2,2,Normal,0,0,160200
791,RL,11333,1,0,1Fam,SLvl,average,average,1976,TA,1062,3,2,Normal,0,0,146800
792,RL,9920,1,0,1Fam,2Story,good,average,1996,Ex,2013,3,2,Normal,0,0,269790
793,RL,9158,1,0,1Fam,1Story,good,average,2007,Ex,1496,3,2,Partial,0,0,225000
794,RL,10832,1,0,1Fam,2Story,good,average,1994,Ex,1895,3,2,Normal,0,0,194500
795,RL,8400,1,0,1Fam,2Story,average,average,1980,TA,1564,3,2,Normal,1,0,171000
796,RL,8197,1,0,1Fam,1Story,average,average,1977,Ex,1285,3,2,Normal,1,0,143500
797,RL,7677,1,0,1Fam,1Story,average,average,1953,Gd,773,2,1,Abnorml,0,0,110000
798,RL,13518,1,0,1Fam,2Story,good,average,2008,Ex,3140,4,3,Partial,0,0,485000
799,RL,7200,1,0,1Fam,1.5Fin,average,good,1937,Ex,1768,3,1,Normal,1,0,175000
800,RL,12798,1,0,1Fam,2Story,average,average,1997,Gd,1688,4,2,Normal,0,0,200000
801,RM,4800,1,0,1Fam,1Story,average,good,1916,Ex,1196,2,2,Normal,0,0,109900
802,RL,8199,1,0,1Fam,2Story,good,average,2005,Ex,1456,3,2,Normal,0,0,189000
803,RL,13891,1,0,1Fam,2Story,good,average,2008,Ex,2822,4,3,Partial,0,0,582933
804,RL,9000,1,0,1Fam,1Story,average,average,1954,TA,1128,2,1,Family,1,0,118000
805,RL,12274,1,0,1Fam,1Story,good,average,2008,Ex,1428,3,2,Partial,0,0,227680
806,RL,9750,1,0,1Fam,SLvl,average,average,1967,Gd,980,3,1,Normal,0,0,135500
807,RL,21384,1,0,1Fam,2Story,average,average,1923,Ex,1576,3,2,Normal,0,0,223500
808,RL,13400,1,0,1Fam,SLvl,average,average,1966,TA,1086,3,2,Normal,1,0,159950
809,RM,8100,1,0,1Fam,2.5Unf,average,average,1898,TA,2138,2,2,Normal,1,0,106000
810,RL,10140,1,0,1Fam,1Story,average,average,1974,Fa,1309,3,2,Normal,1,1,181000
811,RM,4438,1,0,TwnhsE,1Story,average,average,2004,Ex,848,1,2,Normal,0,0,144500
812,C (all),8712,0,0,1Fam,1Story,average,average,1952,TA,1044,2,2,Alloca,0,0,55993
813,RL,9750,1,0,1Fam,1Story,average,average,1958,Gd,1442,4,1,Normal,0,0,157900
814,RL,8248,1,1,1Fam,1.5Fin,average,good,1918,Gd,1250,3,1,Normal,0,0,116000
815,RL,12137,1,0,1Fam,1Story,good,average,1998,Ex,1661,3,2,Normal,0,0,224900
816,RL,11425,1,0,1Fam,1Story,average,average,1954,Gd,1008,2,1,Normal,0,0,137000
817,RL,13265,1,0,1Fam,1Story,good,average,2002,Ex,1689,3,3,Normal,0,0,271000
818,RL,8816,1,0,1Fam,SLvl,average,good,1971,Gd,1052,3,2,Normal,1,0,155000
819,RL,6371,1,0,TwnhsE,1Story,good,average,2009,Ex,1358,2,2,Partial,0,0,224000
820,RL,7226,1,0,1Fam,2Story,good,average,2003,Ex,1640,3,2,Normal,0,0,183000
821,RM,6000,1,1,2fmCon,1Story,average,average,1953,TA,936,2,2,Normal,0,0,93000
822,RL,12394,1,0,1Fam,2Story,good,average,2003,Ex,1733,3,2,Family,0,0,225000
